census.subdivision,census.division,province.name,province,CSD1986_ID,number.children,number.children.weighted,rank.slope,rank.slope.se,rank.intercept,rank.intercept.se,rank.rsquared,interquartile.income.range,parent.gini,share.between.p25p75,parent.mean.income,child.mean.income,parent.income.p25,child.income.p25,parent.median.income,child.median.income,parent.income.p75,child.income.p75,parent.income.p90,child.income.p90,parent.income.p99,child.income.p99,parent.percent.filing.french,child.percent.filing.french,parent.percent.notmarried,lim.intercept,lim.intercept.se,lim.slope,lim.slope.se,beta.intercept,beta.intercept.se,beta.slope,beta.slope.se
520,54,QC,24,2454520,58,100,0.097,0.107,39,4.64,0.008,19558,0.354,0.478,29823,44245,17014,22715,23863,38590,36572,51243,60457,77150,122321,334804,0.948,0.931,0.172,0.413,0.083,-0.003,0.002,8.5,0.926,0.199,0.092
600,54,QC,24,2454600,74,131,0.143,0.084,41.3,3.78,0.022,20878,0.334,0.516,29641,55434,16348,31331,25805,41926,37226,54708,60043,69278,86615,786787,1,0.946,0.095,0.244,0.066,-0.001,0.001,9.3,0.809,0.129,0.08
700,54,QC,24,2454700,88,149,0.12,0.079,42.2,3.69,0.015,21387,0.324,0.568,31069,44454,18679,30724,25351,43094,40066,57242,48792,70568,97241,106875,1,0.989,0.114,0.276,0.069,-0.001,0.001,9.8,0.636,0.079,0.063
750,54,QC,24,2454750,508,684,0.255,0.039,34.9,1.92,0.059,22560,0.36,0.589,33155,47085,19254,26044,30129,39502,41815,57454,56073,80012,144157,196126,0.984,0.963,0.248,0.412,0.032,-0.003,0.001,9,0.29,0.147,0.029
780,54,QC,24,2454780,153,201,0.297,0.088,31.8,4.03,0.054,15087,0.278,0.695,31391,43822,21484,23184,28917,38562,36571,55901,50345,78719,115959,169017,0.993,0.967,0.203,0.28,0.067,0,0.001,7.9,0.814,0.25,0.08
120,55,QC,24,2455120,110,204,0.258,0.067,33.6,3.18,0.068,22643,0.378,0.491,32112,44939,17095,25180,25191,40506,39739,54064,56604,73226,184845,180960,0.964,0.955,0.218,0.352,0.053,-0.003,0.001,7.6,0.591,0.288,0.058
180,55,QC,24,2455180,55,100,0.241,0.086,35.7,4.32,0.075,23798,0.378,0.542,33584,44094,17081,26565,30849,42083,40879,59059,56617,70939,141150,103703,0.909,0.927,0.164,0.312,0.072,-0.003,0.001,9.3,0.558,0.124,0.055
200,55,QC,24,2455200,132,235,0.167,0.065,29.7,2.67,0.027,20589,0.34,0.561,26976,35074,14491,20683,24554,30800,35080,44719,46514,60185,89415,100179,0.97,0.977,0.152,0.486,0.057,-0.003,0.001,10.4,0.661,-0.014,0.066
300,55,QC,24,2455300,49,88,0.427,0.104,28.5,4.27,0.164,17825,0.356,0.439,27955,43037,14756,26751,23063,35847,32582,47591,46306,76433,108866,138383,0.98,0.959,0.122,0.406,0.078,-0.005,0.002,5.8,0.948,0.464,0.094
380,55,QC,24,2455380,128,227,0.239,0.068,32.8,3.19,0.052,23615,0.378,0.516,31990,45805,15997,23840,29386,36544,39613,51505,52886,78356,164450,182701,0.922,0.938,0.188,0.256,0.052,-0.001,0.001,9,0.53,0.147,0.052
450,55,QC,24,2455450,146,264,0.101,0.057,37.1,2.68,0.012,20379,0.408,0.485,34004,40283,16202,26514,26680,37438,36581,51226,61101,69046,244567,108026,0.952,0.993,0.24,0.225,0.046,0,0.001,9.7,0.481,0.068,0.047
550,55,QC,24,2455550,2880,4252,0.255,0.015,37.5,0.84,0.065,26702,0.36,0.553,39759,51469,22909,28970,34543,44615,49611,63737,69621,87983,146682,209830,0.976,0.959,0.23,0.345,0.013,-0.002,0,8.7,0.122,0.181,0.012
650,55,QC,24,2455650,300,507,0.126,0.047,43.2,2.35,0.014,20442,0.302,0.63,34015,48773,21715,30740,31581,42334,42156,61663,58626,79737,95984,191289,0.967,0.96,0.247,0.178,0.036,0,0.001,9.4,0.407,0.119,0.04
750,55,QC,24,2455750,732,1222,0.19,0.029,38.4,1.54,0.034,21478,0.304,0.629,36976,46343,23009,28491,33255,42093,44487,58691,64113,76999,106623,141505,0.98,0.973,0.219,0.278,0.025,-0.002,0,9.3,0.279,0.126,0.027
120,56,QC,24,2456120,1124,1630,0.148,0.025,42.9,1.49,0.021,27262,0.32,0.552,42293,52103,26327,29697,38644,46070,53589,64855,75590,88179,130727,155076,0.899,0.878,0.209,0.247,0.022,-0.001,0,9.6,0.23,0.096,0.022
200,56,QC,24,2456200,456,663,0.122,0.042,41,2.31,0.012,24414,0.302,0.594,36803,48909,23392,25818,34757,40661,47806,62389,64624,85889,99917,196949,0.923,0.923,0.169,0.284,0.035,-0.001,0.001,8.9,0.411,0.159,0.04
280,56,QC,24,2456280,639,1034,0.085,0.032,44.8,1.94,0.007,26731,0.292,0.585,42329,50446,27066,29700,38395,44700,53796,61525,73320,81834,106137,175446,0.945,0.939,0.238,0.259,0.029,-0.001,0,9.9,0.341,0.065,0.032
310,56,QC,24,2456310,2431,3369,0.158,0.018,48.1,1.35,0.021,39899,0.327,0.394,61157,64199,35917,36466,52895,54488,75816,77191,106765,106891,209322,265112,0.832,0.8,0.19,0.226,0.017,-0.001,0,9.6,0.194,0.109,0.018
400,56,QC,24,2456400,6623,9406,0.19,0.01,37.5,0.58,0.034,23504,0.31,0.596,38101,46831,24454,27008,35245,42143,47958,59405,65548,78822,108729,164326,0.887,0.854,0.234,0.305,0.009,-0.001,0,9,0.094,0.147,0.009
450,56,QC,24,2456450,1718,2308,0.167,0.021,42.4,1.25,0.027,27034,0.329,0.535,41777,53318,25560,30508,38367,46300,52594,65031,74785,89455,135164,205350,0.609,0.547,0.235,0.268,0.017,-0.002,0,9.3,0.181,0.13,0.017
500,56,QC,24,2456500,452,664,0.15,0.039,39.8,1.92,0.022,26562,0.381,0.502,32332,46937,17036,24376,28252,41705,43598,58421,62309,85841,108495,170734,0.96,0.949,0.374,0.286,0.03,-0.001,0.001,9.7,0.303,0.076,0.03
580,56,QC,24,2456580,1777,2333,0.19,0.022,48,1.74,0.031,55351,0.372,0.262,76893,73492,40876,37775,63967,59534,96227,87691,143903,131197,294951,338949,0.72,0.673,0.225,0.177,0.02,-0.001,0,9.1,0.218,0.162,0.02
650,56,QC,24,2456650,10528,14792,0.231,0.008,37,0.43,0.058,30379,0.373,0.498,37886,49116,20174,27057,34094,43210,50553,61373,71018,83980,125252,182518,0.965,0.946,0.3,0.335,0.007,-0.002,0,8.8,0.063,0.175,0.006
750,56,QC,24,2456750,3745,4886,0.186,0.015,47.2,1.07,0.032,39079,0.324,0.382,59535,65601,35979,36291,52594,55848,75058,77413,106922,110828,171534,260860,0.971,0.961,0.199,0.202,0.013,-0.001,0,9,0.151,0.171,0.014
110,57,QC,24,2457110,278,384,0.178,0.058,39.7,3.74,0.024,23847,0.274,0.59,46630,51506,32121,28775,41429,45518,55968,65183,80886,87959,122082,214993,0.968,0.932,0.169,0.318,0.057,-0.001,0.001,8.1,0.691,0.239,0.065
150,57,QC,24,2457150,1845,2646,0.14,0.019,43.4,1.2,0.02,31049,0.339,0.495,46500,52615,27430,30201,40843,46435,58479,64669,85517,90533,147379,191779,0.949,0.941,0.207,0.263,0.017,-0.001,0,9.4,0.188,0.122,0.018
200,57,QC,24,2457200,164,236,0.099,0.067,46.6,3.77,0.009,33156,0.367,0.433,39540,56955,18787,24965,30690,45135,51942,70353,76048,102700,136047,309934,0.97,0.951,0.22,0.276,0.05,-0.002,0.001,9.7,0.754,0.088,0.073
280,57,QC,24,2457280,1107,1721,0.206,0.024,39.4,1.48,0.041,28547,0.316,0.549,44830,51066,27697,30705,38926,45941,56244,64045,78348,83665,131343,167603,0.988,0.972,0.19,0.309,0.022,-0.002,0,9,0.259,0.155,0.025
320,57,QC,24,2457320,690,1087,0.195,0.032,40.9,2.01,0.033,27891,0.288,0.549,44978,53055,28546,30295,40772,47993,56437,66075,75518,83527,114687,190080,0.988,0.977,0.203,0.346,0.03,-0.002,0,9.2,0.328,0.141,0.031
400,57,QC,24,2457400,469,894,0.273,0.032,29.1,1.32,0.074,23994,0.394,0.452,25277,37526,11400,20415,22554,33535,35394,48902,47626,67539,82386,117523,0.998,0.989,0.222,0.395,0.025,-0.003,0.001,9.1,0.224,0.13,0.023
480,57,QC,24,2457480,53,92,0.189,0.097,45.6,5.17,0.04,25172,0.398,0.53,40143,51805,17630,38164,31532,48809,42802,64982,70894,85360,175979,121616,1,0.943,0.264,0.36,0.083,-0.003,0.002,8.8,0.863,0.183,0.083
520,57,QC,24,2457520,349,574,0.114,0.04,46.7,2.31,0.014,27196,0.352,0.537,42074,53230,23146,32701,36007,46117,50343,66090,77281,90723,115724,231953,1,0.994,0.181,0.135,0.033,0.001,0.001,9.7,0.372,0.091,0.036
600,57,QC,24,2457600,28,49,0.147,0.106,50.3,4.64,0.04,20476,0.345,0.495,30262,50771,13776,40313,25599,53005,34252,58349,70560,74802,109019,83481,1,1,0.071,0.224,0.096,-0.002,0.002,10.2,0.767,0.063,0.076
670,57,QC,24,2457670,127,228,0.087,0.07,40.6,3.07,0.007,22743,0.36,0.477,28044,44089,15280,24273,24699,37812,38023,57855,55800,72665,83458,168294,0.992,0.992,0.118,0.293,0.049,-0.002,0.001,9.6,0.579,0.086,0.058
780,57,QC,24,2457780,428,716,0.16,0.035,42.6,2.08,0.029,27699,0.335,0.529,42438,50224,24946,30789,39207,45894,52645,63203,75619,80201,141632,150125,1,0.981,0.171,0.265,0.034,-0.001,0.001,9.3,0.286,0.125,0.027
110,58,QC,24,2458110,236,441,0.258,0.048,34.6,2.16,0.062,22748,0.382,0.449,28708,45804,13754,24300,23488,37803,36502,58515,55882,80429,91993,182701,1,0.987,0.114,0.342,0.034,-0.003,0.001,7.8,0.383,0.268,0.038
130,58,QC,24,2458130,258,464,0.272,0.041,30.1,2.17,0.085,27474,0.352,0.514,34449,42453,18459,25800,29520,37634,45934,54339,67779,72221,90018,204480,0.996,0.984,0.198,0.355,0.04,-0.001,0.001,8,0.379,0.237,0.037
150,58,QC,24,2458150,172,263,0.15,0.066,43.5,4.19,0.019,31099,0.274,0.595,45717,51179,28989,31083,39662,46846,60089,66322,75888,83022,130383,152159,1,0.988,0.14,0.238,0.062,-0.001,0.001,9.2,0.777,0.141,0.073
200,58,QC,24,2458200,86,139,0.305,0.087,35.3,5.02,0.083,18576,0.262,0.629,39737,50639,28667,31404,36920,44479,47243,63012,66819,84254,85263,209006,0.988,1,0.105,0.311,0.084,-0.002,0.001,8.1,0.733,0.252,0.07
220,58,QC,24,2458220,36,49,0.28,0.138,36.4,7.4,0.081,31205,0.361,0.51,34976,47890,21332,26755,32321,44264,52538,68607,64804,90300,97385,111506,1,0.972,0.278,0.319,0.112,-0.002,0.002,8,0.874,0.256,0.086
240,58,QC,24,2458240,1458,1980,0.291,0.02,34.6,1.13,0.094,32101,0.413,0.466,38258,50571,18235,25870,32775,42152,50336,63097,75516,90573,148638,215983,0.995,0.987,0.249,0.362,0.017,-0.002,0,8.6,0.163,0.195,0.016
260,58,QC,24,2458260,582,753,0.236,0.035,38.5,2.08,0.058,28676,0.314,0.583,42317,51522,25962,30710,36783,47142,54638,63881,75720,81255,122684,160427,1,0.983,0.199,0.29,0.031,-0.002,0.001,8.9,0.333,0.164,0.032
280,58,QC,24,2458280,674,910,0.244,0.032,37,1.73,0.061,24807,0.349,0.553,37355,48331,21886,27458,32894,44401,46693,60020,68388,81247,138637,158869,0.999,0.991,0.24,0.301,0.027,-0.002,0,8.9,0.261,0.161,0.025
310,58,QC,24,2458310,234,430,0.115,0.05,39.9,2.35,0.012,24229,0.372,0.5,30148,43934,15142,23881,27616,39084,39371,57766,56659,75520,107537,191817,1,0.987,0.162,0.376,0.04,-0.002,0.001,9.5,0.394,0.094,0.039
350,58,QC,24,2458350,59,114,0.021,0.082,43.3,4.07,0.001,23982,0.402,0.488,35939,42045,17369,28497,29068,38562,41351,57926,63784,66751,308789,98804,0.983,0.983,0.085,0.128,0.064,0.001,0.001,10.3,0.738,0.02,0.072
370,58,QC,24,2458370,118,220,0.28,0.065,33.9,3.24,0.079,24354,0.38,0.55,34919,46245,19480,24893,27564,41152,43834,61293,60838,76677,228259,246797,0.992,0.992,0.186,0.318,0.054,-0.002,0.001,8.5,0.471,0.206,0.046
400,58,QC,24,2458400,101,182,-0.028,0.07,34.2,3.05,0.001,19805,0.346,0.565,28372,33268,15773,20840,26667,30911,35578,42331,50058,55691,85815,105821,1,1,0.099,0.343,0.065,0.001,0.001,10.4,0.635,-0.018,0.064
420,58,QC,24,2458420,113,201,0.24,0.072,41.9,3.09,0.052,22715,0.33,0.509,27383,48886,14120,31474,24087,43693,36834,61436,48710,85996,77770,117263,1,1,0.133,0.258,0.046,-0.003,0.001,8.9,0.558,0.175,0.056
440,58,QC,24,2458440,205,365,0.332,0.051,33.3,2.61,0.104,26012,0.424,0.523,37294,49463,18065,25695,30304,41962,44076,63881,63738,86814,220768,217631,1,0.985,0.146,0.399,0.041,-0.003,0.001,9,0.377,0.15,0.037
460,58,QC,24,2458460,15,25,-0.433,0.383,56.4,15.14,0.054,12868,0.153,0.794,28457,38431,22979,21822,31165,37320,35846,58256,37283,67299,38884,67362,1,1,0.2,0.179,0.304,0.004,0.008,11.8,2.907,-0.134,0.285
480,58,QC,24,2458480,228,406,0.189,0.052,39.6,2.52,0.032,22682,0.366,0.56,33787,47830,18266,28348,28955,41874,40948,62266,59562,86773,153425,151245,1,0.991,0.149,0.281,0.04,-0.001,0.001,9.8,0.407,0.079,0.04
510,58,QC,24,2458510,210,388,0.113,0.053,39.8,2.29,0.012,19587,0.344,0.495,28911,43715,16106,27453,24173,38807,35693,53704,50161,76884,109869,136179,1,0.986,0.133,0.304,0.04,-0.001,0.001,9.8,0.475,0.073,0.047
550,58,QC,24,2458550,94,182,-0.048,0.075,46.2,3.35,0.002,18922,0.376,0.522,29948,44141,15781,26003,25237,42528,34702,53688,51526,74090,107945,195523,1,0.989,0.149,0.285,0.06,0,0.001,11.2,0.486,-0.07,0.048
580,58,QC,24,2458580,83,157,0.37,0.067,26.5,2.97,0.163,23823,0.372,0.567,27496,38246,15542,24630,27558,36580,39366,50890,50612,63898,89169,83155,1,0.988,0.229,0.544,0.056,-0.008,0.001,8.4,0.462,0.202,0.047
600,58,QC,24,2458600,110,213,0.16,0.084,32.3,2.85,0.017,16234,0.319,0.438,22685,36659,13244,21821,20655,31863,29478,47627,38169,65452,65663,112447,1,0.991,0.164,0.3,0.056,0,0.002,9.6,0.705,0.069,0.072
640,58,QC,24,2458640,90,164,-0.017,0.06,44.8,2.83,0,26106,0.409,0.367,30248,41496,13826,31869,24069,39694,39932,54083,64004,62775,111878,85168,1,1,0.233,0.199,0.047,-0.001,0.001,10.8,0.545,-0.033,0.054
910,58,QC,24,2458910,7,13,0.17,0.437,36.6,16.17,0.014,12925,0.166,0.76,26781,41010,21366,34944,31406,37138,34291,48344,37360,76192,37360,76192,1,1,0.286,0.623,0.233,-0.014,0.006,9.7,3.629,0.083,0.358
110,61,QC,24,2461110,99,173,0.24,0.091,35.8,3.9,0.039,19924,0.304,0.602,27930,44308,15219,24591,28843,37871,35143,55171,48329,75423,77341,155627,1,1,0.071,0.478,0.065,-0.005,0.002,9.8,0.784,0.068,0.078
200,61,QC,24,2461200,163,290,0.164,0.059,36.2,2.74,0.026,18528,0.35,0.475,31083,43188,18196,25362,26722,36926,36724,51615,56041,79295,97256,186795,1,1,0.202,0.341,0.049,-0.001,0.001,9.7,0.478,0.074,0.047
220,61,QC,24,2461220,47,79,0.337,0.109,38,4.55,0.111,23025,0.338,0.479,26618,51592,13231,32993,25845,45346,36256,62850,52605,69637,73187,286784,1,0.979,0.17,0.217,0.08,-0.001,0.002,8,0.878,0.268,0.088
240,61,QC,24,2461240,62,123,0.243,0.089,34.3,3.56,0.058,17233,0.377,0.336,24739,40091,13203,23377,20581,36812,30436,58664,55437,65373,71924,89294,0.984,1,0.113,0.197,0.061,0.001,0.002,9.4,0.656,0.107,0.067
280,61,QC,24,2461280,181,340,0.225,0.044,34.8,2.07,0.07,27730,0.41,0.448,29994,43000,12435,26293,24780,40671,40165,53159,59571,65625,105143,100409,1,0.994,0.133,0.325,0.039,-0.002,0.001,9.2,0.325,0.127,0.032
300,61,QC,24,2461300,122,216,0.262,0.069,34.6,3.27,0.062,21565,0.392,0.49,33026,44448,17637,26616,26708,37653,39202,59549,53915,74475,140277,144422,0.992,0.992,0.074,0.415,0.054,-0.004,0.001,8.1,0.618,0.232,0.061
340,61,QC,24,2461340,120,229,0.101,0.068,38.2,2.76,0.01,20908,0.439,0.442,27239,41290,12566,23336,22307,36217,33474,52491,52558,77185,109366,124307,1,1,0.167,0.342,0.049,-0.001,0.001,9.7,0.432,0.076,0.044
360,61,QC,24,2461360,168,329,0.25,0.051,34,2.35,0.069,31931,0.438,0.354,28449,42512,10672,22894,22107,38307,42604,56348,55228,76083,110784,137895,0.869,0.845,0.226,0.34,0.041,-0.001,0.001,9.3,0.362,0.113,0.037
380,61,QC,24,2461380,125,246,0.147,0.059,33.7,2.78,0.025,29953,0.423,0.412,29757,38295,11544,19683,25618,34488,41497,51396,59743,67395,104019,107720,0.872,0.824,0.176,0.376,0.049,-0.002,0.001,9,0.506,0.125,0.051
400,61,QC,24,2461400,310,578,0.256,0.042,30,1.87,0.06,22271,0.372,0.522,28700,39325,14982,20108,26291,34378,37253,51414,57281,70492,106486,115782,0.984,0.981,0.219,0.388,0.033,-0.003,0.001,7.4,0.351,0.289,0.035
420,61,QC,24,2461420,133,266,0.163,0.063,32.7,2.58,0.024,24237,0.391,0.45,25467,37391,11408,17224,22823,36970,35645,51448,44544,67482,87496,135620,0.97,0.985,0.293,0.405,0.048,-0.002,0.001,8.6,0.509,0.168,0.052
440,61,QC,24,2461440,11,21,0.172,0.225,44.1,9.44,0.03,25700,0.426,0.574,28333,49723,6771,21338,26322,48802,32470,56527,46040,68235,127343,136991,0.909,0.909,0.273,0.882,0.121,-0.015,0.003,8.9,1.377,0.174,0.139
460,61,QC,24,2461460,95,191,-0.028,0.08,39.3,2.72,0.001,20608,0.432,0.396,20208,37242,6860,20962,17204,32564,27467,50391,42711,63896,68526,81612,0.958,0.958,0.274,0.272,0.049,0,0.001,9.8,0.386,0.057,0.041
480,61,QC,24,2461480,38,70,-0.044,0.144,40.8,5.52,0.001,16309,0.337,0.448,24379,38859,15213,20921,22954,34335,31522,52793,51081,71278,61340,115332,1,1,0.184,0.337,0.097,-0.001,0.003,11,0.83,-0.064,0.084
510,61,QC,24,2461510,38,91,0.234,0.153,33.5,4.23,0.026,9914,0.305,0.364,19076,37165,13652,19509,19036,37870,23566,49838,32922,53287,48473,93561,0.974,0.974,0.105,0.418,0.093,-0.003,0.003,8.8,0.847,0.162,0.088
530,61,QC,24,2461530,131,247,0.232,0.065,33.7,3.11,0.049,18691,0.385,0.518,31092,42819,17629,21893,26153,35996,36321,58901,62538,83097,94373,145417,1,0.992,0.168,0.432,0.052,-0.003,0.001,9.7,0.415,0.073,0.041
550,61,QC,24,2461550,35,81,-0.101,0.089,32.9,2.9,0.016,21601,0.461,0.312,18532,30651,3989,17692,16788,28742,25590,38717,43464,54009,60962,57316,1,1,0.057,0.219,0.074,0.003,0.002,11.3,0.415,-0.116,0.044
110,62,QC,24,2462110,158,281,0.203,0.055,41.3,3,0.047,28943,0.378,0.54,39124,51684,19569,32969,32864,43349,48512,62413,69225,86834,170493,217118,1,0.994,0.108,0.168,0.04,-0.001,0.001,8.9,0.453,0.174,0.044
140,62,QC,24,2462140,257,448,0.199,0.044,40.3,2.49,0.043,29237,0.358,0.516,38371,51754,20981,30184,33359,45011,50218,62765,71400,83820,141341,261452,0.992,0.988,0.179,0.225,0.037,-0.001,0.001,8.8,0.359,0.182,0.035
180,62,QC,24,2462180,528,897,0.181,0.033,38.9,1.71,0.033,23586,0.335,0.57,35316,46807,20758,28369,30565,43378,44345,58342,62955,75979,110500,177465,0.998,0.985,0.229,0.301,0.028,-0.002,0.001,8.9,0.319,0.155,0.031
200,62,QC,24,2462200,3807,4905,0.218,0.014,40.2,0.96,0.045,31614,0.311,0.498,49155,54539,30401,31655,43948,48857,62016,67329,86673,90624,143998,204130,0.991,0.983,0.193,0.278,0.014,-0.002,0,8.7,0.151,0.189,0.014
240,62,QC,24,2462240,829,1155,0.149,0.03,38.2,1.74,0.021,23900,0.312,0.599,40995,45812,25485,27033,36317,41593,49385,57834,70327,75502,121035,154881,0.998,0.986,0.181,0.334,0.029,-0.001,0.001,9.4,0.319,0.106,0.031
260,62,QC,24,2462260,465,641,0.164,0.039,42.1,2.23,0.027,23773,0.315,0.578,39933,49980,25714,30576,35690,45615,49487,62398,72133,82668,114039,192667,0.991,0.996,0.198,0.231,0.033,-0.001,0.001,9.6,0.362,0.1,0.035
280,62,QC,24,2462280,536,711,0.074,0.04,41.7,2.26,0.005,22295,0.277,0.629,39504,45065,26484,27376,35995,41207,48779,57289,68544,78166,94938,146015,0.993,0.981,0.17,0.237,0.038,0,0.001,9.9,0.388,0.06,0.037
310,62,QC,24,2462310,1637,2238,0.174,0.022,34.5,1.14,0.028,21668,0.311,0.603,35292,42260,22490,23859,32735,38142,44158,53664,62356,74147,100272,143298,0.961,0.953,0.219,0.337,0.019,-0.001,0,9,0.199,0.137,0.019
360,62,QC,24,2462360,331,622,0.228,0.04,35,1.83,0.051,23826,0.388,0.505,30049,43964,14920,25997,26777,38438,38746,57449,57365,75804,100337,136152,0.997,0.976,0.227,0.342,0.03,-0.003,0.001,8.4,0.311,0.205,0.031
400,62,QC,24,2462400,38,71,0.385,0.111,25.9,4.69,0.148,26295,0.432,0.313,25482,38381,10484,21182,19645,34936,36779,47203,56430,77460,91057,106405,1,1,0.342,0.687,0.076,-0.01,0.002,7.6,0.739,0.282,0.076
420,62,QC,24,2462420,59,101,0.204,0.098,41.6,5.34,0.041,28212,0.31,0.504,36510,52369,19722,31464,32010,44884,47934,59526,61656,94733,113920,158727,1,0.949,0.271,0.395,0.077,-0.004,0.001,8.6,1.147,0.204,0.111
480,62,QC,24,2462480,410,779,0.226,0.036,35,1.47,0.049,22933,0.401,0.473,26402,41762,11891,23812,22805,38048,34824,52299,49443,71298,100256,125730,1,0.995,0.195,0.428,0.026,-0.004,0.001,8.6,0.239,0.184,0.024
510,62,QC,24,2462510,410,740,0.177,0.039,32.3,1.67,0.027,21848,0.344,0.561,27846,38025,14851,20708,26282,34980,36699,52035,47397,67549,95629,106919,0.995,0.976,0.263,0.352,0.031,-0.001,0.001,9.2,0.29,0.117,0.029
600,62,QC,24,2462600,24,45,0.066,0.177,47.1,7.76,0.003,26853,0.355,0.385,27560,51836,12189,26779,27839,41553,39042,67476,52522,97981,70622,232752,1,0.958,0.208,0.134,0.101,0.001,0.002,9.6,1.249,0.101,0.125
700,62,QC,24,2462700,112,221,0.142,0.074,35.9,2.95,0.017,21457,0.35,0.518,25135,39806,12938,24396,24964,36241,34395,51079,45065,68194,75898,121853,1,0.982,0.188,0.367,0.052,-0.003,0.001,9.5,0.453,0.091,0.046
780,62,QC,24,2462780,363,679,0.381,0.038,25.4,1.67,0.128,21539,0.389,0.517,28491,39765,14329,18876,25902,34098,35867,52208,53485,72227,129649,190186,0.992,0.994,0.193,0.562,0.03,-0.006,0.001,7.7,0.283,0.267,0.028
110,63,QC,24,2463110,1219,1511,0.157,0.025,41.2,1.46,0.025,26436,0.329,0.548,39115,51234,23749,29132,36264,43778,50185,62731,71632,85492,108526,165039,0.966,0.952,0.262,0.266,0.022,-0.001,0,9.4,0.227,0.118,0.022
130,63,QC,24,2463130,749,907,0.273,0.033,37.2,2.11,0.072,36461,0.367,0.466,50006,58524,26428,29785,42254,47810,62889,71494,86904,101786,225724,277160,0.765,0.721,0.208,0.316,0.029,-0.002,0,8.6,0.33,0.193,0.031
150,63,QC,24,2463150,1830,2339,0.298,0.018,34.6,1.08,0.102,35833,0.397,0.454,42691,53988,21088,28135,35885,43015,56921,64928,83730,92262,159023,275116,0.978,0.944,0.255,0.339,0.016,-0.002,0,8.7,0.159,0.19,0.015
170,63,QC,24,2463170,611,768,0.135,0.041,47.1,2.89,0.014,35573,0.312,0.445,56227,61924,34917,30872,49089,51375,70490,76751,96126,106041,163001,264258,0.879,0.856,0.196,0.142,0.037,0.001,0.001,9.6,0.421,0.106,0.039
190,63,QC,24,2463190,1711,2145,0.205,0.022,37.2,1.18,0.04,23895,0.31,0.587,36897,47165,22893,27929,33317,41718,46788,58308,65773,81045,101362,163810,0.987,0.97,0.211,0.308,0.019,-0.002,0,8.8,0.211,0.166,0.02
200,63,QC,24,2463200,493,653,0.182,0.038,37.2,2.09,0.033,28884,0.353,0.511,36280,46191,19344,23756,33406,41067,48228,59873,66148,79044,118479,177878,0.988,0.957,0.243,0.388,0.033,-0.002,0.001,9.1,0.306,0.142,0.03
240,63,QC,24,2463240,2945,4138,0.159,0.015,38,0.85,0.025,24820,0.324,0.565,36977,45788,22659,26073,33496,41059,47479,57864,65261,76594,105311,164742,0.989,0.98,0.233,0.333,0.014,-0.002,0,9,0.141,0.149,0.014
250,63,QC,24,2463250,678,1199,0.197,0.027,37.4,1.4,0.042,23884,0.339,0.564,34447,45233,19845,29000,31874,41072,43729,56584,61480,73205,106954,146112,0.99,0.984,0.181,0.32,0.024,-0.002,0,8.9,0.236,0.156,0.023
270,63,QC,24,2463270,71,130,0.278,0.082,23.6,3.21,0.083,20016,0.311,0.596,25367,32932,13841,19224,28794,32453,33857,43523,39885,51571,54670,103255,0.986,0.986,0.225,0.198,0.075,0.002,0.002,8.9,0.507,0.132,0.051
280,63,QC,24,2463280,377,647,0.214,0.035,29.8,1.58,0.055,22493,0.387,0.484,28908,37238,15182,22115,26003,33629,37675,48717,56213,61914,100038,117637,0.989,0.984,0.199,0.439,0.032,-0.003,0.001,9.1,0.263,0.119,0.026
310,63,QC,24,2463310,839,1038,0.187,0.031,38.3,1.72,0.035,25932,0.323,0.561,38824,47880,22617,27967,35365,41853,48550,59126,68093,80850,110360,174635,0.998,0.989,0.195,0.319,0.028,-0.002,0.001,9.3,0.266,0.119,0.026
330,63,QC,24,2463330,2009,2622,0.288,0.017,32.8,0.93,0.095,30485,0.393,0.47,36099,46803,17861,25084,31288,40655,48346,59402,69727,78872,131317,183722,0.995,0.984,0.275,0.394,0.015,-0.003,0,8.6,0.139,0.19,0.014
350,63,QC,24,2463350,495,624,0.199,0.039,36.9,2.17,0.04,27238,0.333,0.549,38366,45492,22082,27236,33559,41004,49320,60086,66632,76583,124478,149265,0.996,0.984,0.228,0.329,0.036,-0.001,0.001,9.3,0.4,0.113,0.039
370,63,QC,24,2463370,587,987,0.225,0.03,34.6,1.51,0.055,25319,0.359,0.516,33475,44086,18075,26425,31416,37545,43394,56943,62665,77247,108530,129528,0.978,0.968,0.227,0.312,0.026,-0.001,0.001,8.9,0.223,0.159,0.022
390,63,QC,24,2463390,33,53,0.245,0.103,37.9,5.73,0.1,43528,0.471,0.308,36912,47255,7119,30499,30976,46930,50647,56908,79910,76089,141556,126616,0.939,0.909,0.303,0.465,0.102,-0.004,0.002,8.1,0.829,0.25,0.082
400,63,QC,24,2463400,264,461,0.264,0.047,31,2.48,0.065,26097,0.35,0.538,36426,43384,20352,23051,34063,37118,46449,57741,62925,78645,106921,154518,0.97,0.966,0.246,0.374,0.041,-0.002,0.001,7.8,0.46,0.259,0.045
420,63,QC,24,2463420,161,283,0.296,0.056,32.4,3.15,0.091,35927,0.405,0.415,40507,48111,17766,24124,30911,39614,53693,65210,81253,83064,168608,193936,0.907,0.882,0.161,0.405,0.047,-0.003,0.001,8.4,0.509,0.209,0.049
